,x,y,z,dataset_name,dataset_color
13504,3.2730818,1.8457786,4.4583783,twitch_egos,0.46153846153846156
13505,3.6715403,1.4969906,3.9960246,twitch_egos,0.46153846153846156
13506,4.306166,2.578034,0.8515734,twitch_egos,0.46153846153846156
13507,3.5632756,1.6675825,4.20705,twitch_egos,0.46153846153846156
13508,4.326568,2.639642,0.881537,twitch_egos,0.46153846153846156
13509,4.1408377,2.279311,4.006436,twitch_egos,0.46153846153846156
13510,3.25997,1.8216952,4.458837,twitch_egos,0.46153846153846156
13511,3.832368,1.5535023,1.1407348,twitch_egos,0.46153846153846156
13512,4.0762525,2.7220778,3.9569082,twitch_egos,0.46153846153846156
13513,4.3633876,2.79383,0.95922875,twitch_egos,0.46153846153846156
13514,3.1832213,2.4202123,4.758752,twitch_egos,0.46153846153846156
13515,3.727715,1.8031588,4.1658306,twitch_egos,0.46153846153846156
13516,-1.2368003,-0.34907863,0.20556325,twitch_egos,0.46153846153846156
13517,3.7967536,1.8142744,4.118738,twitch_egos,0.46153846153846156
13518,1.0625198,0.739437,1.2789035,twitch_egos,0.46153846153846156
13519,3.6319091,2.3570175,4.2317696,twitch_egos,0.46153846153846156
13520,3.6404474,1.4873804,4.0054235,twitch_egos,0.46153846153846156
13521,4.2908964,2.4717245,4.0178027,twitch_egos,0.46153846153846156
13522,3.5884895,1.5468976,4.107779,twitch_egos,0.46153846153846156
13523,3.5016477,1.9791546,4.3397026,twitch_egos,0.46153846153846156
13524,0.98675406,0.6748513,1.1680759,twitch_egos,0.46153846153846156
13525,3.8691502,2.3396585,4.09228,twitch_egos,0.46153846153846156
13526,3.222781,2.4582274,4.679069,twitch_egos,0.46153846153846156
13527,3.7186494,2.400298,4.150232,twitch_egos,0.46153846153846156
13528,3.572223,1.8967787,4.2874436,twitch_egos,0.46153846153846156
13529,3.140275,2.0947773,4.630473,twitch_egos,0.46153846153846156
13530,3.3456738,2.2181869,4.451885,twitch_egos,0.46153846153846156
13531,3.2203212,1.7647116,4.4660053,twitch_egos,0.46153846153846156
13532,4.0155764,2.9475424,4.0980186,twitch_egos,0.46153846153846156
13533,3.956667,2.3968475,4.008699,twitch_egos,0.46153846153846156
13534,3.2033496,2.3665407,4.632087,twitch_egos,0.46153846153846156
13535,0.81874496,3.6138115,1.8777924,twitch_egos,0.46153846153846156
13536,3.1013963,2.1370146,4.6949654,twitch_egos,0.46153846153846156
13537,3.1974058,1.7438012,4.4740624,twitch_egos,0.46153846153846156
13538,3.640868,1.7788659,4.210419,twitch_egos,0.46153846153846156
13539,0.8547364,3.549296,1.9335037,twitch_egos,0.46153846153846156
13540,4.0156093,2.30405,4.049621,twitch_egos,0.46153846153846156
13541,3.5979826,1.5812597,4.1306667,twitch_egos,0.46153846153846156
13542,3.3693845,2.5341547,4.4658575,twitch_egos,0.46153846153846156
13543,3.7589228,1.9372597,4.189514,twitch_egos,0.46153846153846156
13544,0.83499813,3.6301284,1.8485126,twitch_egos,0.46153846153846156
13545,3.2694077,1.678346,4.405879,twitch_egos,0.46153846153846156
13546,4.497465,1.2195408,1.3899521,twitch_egos,0.46153846153846156
13547,3.7458842,2.1181645,4.211244,twitch_egos,0.46153846153846156
13548,3.680464,1.5069561,4.001464,twitch_egos,0.46153846153846156
13549,3.391346,1.6185654,4.2977853,twitch_egos,0.46153846153846156
13550,4.1338105,2.7148516,3.9882095,twitch_egos,0.46153846153846156
13551,3.7658982,2.2999356,4.1699753,twitch_egos,0.46153846153846156
13552,3.804393,1.801727,4.10758,twitch_egos,0.46153846153846156
13553,3.2870786,2.2556314,4.5064583,twitch_egos,0.46153846153846156
13554,3.7833712,2.461866,4.018707,twitch_egos,0.46153846153846156
13555,3.5049188,1.7663815,4.2882266,twitch_egos,0.46153846153846156
13556,4.372201,2.8503463,0.9213147,twitch_egos,0.46153846153846156
13557,3.9865289,2.388872,4.0041356,twitch_egos,0.46153846153846156
13558,3.3696568,2.4872577,4.4557123,twitch_egos,0.46153846153846156
13559,4.265778,0.75650704,3.8850746,twitch_egos,0.46153846153846156
13560,4.2663803,2.409836,3.8628864,twitch_egos,0.46153846153846156
13561,3.7663264,2.4161835,4.100242,twitch_egos,0.46153846153846156
13562,0.8138758,3.8105035,2.6703067,twitch_egos,0.46153846153846156
13563,4.137429,2.9750462,4.0526795,twitch_egos,0.46153846153846156
13564,3.5554519,2.3697925,4.2876534,twitch_egos,0.46153846153846156
13565,3.4030054,1.6137896,4.2869096,twitch_egos,0.46153846153846156
13566,3.5853353,2.393442,4.2578454,twitch_egos,0.46153846153846156
13567,3.840785,2.1344726,4.159299,twitch_egos,0.46153846153846156
13568,4.480403,2.4470973,4.3518896,twitch_egos,0.46153846153846156
13569,3.96954,2.179973,4.0855365,twitch_egos,0.46153846153846156
13570,0.63561344,3.57921,1.972074,twitch_egos,0.46153846153846156
13571,4.2255096,2.4268317,4.0084186,twitch_egos,0.46153846153846156
13572,4.17235,2.625339,3.9947712,twitch_egos,0.46153846153846156
13573,3.7838666,1.7623323,4.1033773,twitch_egos,0.46153846153846156
13574,3.432533,2.0781975,4.3923845,twitch_egos,0.46153846153846156
13575,4.301765,2.553049,0.85230076,twitch_egos,0.46153846153846156
13576,2.3200927,1.696553,4.70707,twitch_egos,0.46153846153846156
13577,0.9996554,0.6879302,1.2040153,twitch_egos,0.46153846153846156
13578,0.8873939,3.5265334,1.9288846,twitch_egos,0.46153846153846156
13579,3.1145134,4.357833,1.6189239,twitch_egos,0.46153846153846156
13580,4.1416183,2.2057567,3.9762673,twitch_egos,0.46153846153846156
13581,2.4470735,4.485258,2.5182087,twitch_egos,0.46153846153846156
13582,0.42545086,3.5431046,1.816651,twitch_egos,0.46153846153846156
13583,1.0081034,3.2711866,1.0856167,twitch_egos,0.46153846153846156
13584,0.9059341,3.5458796,1.9148009,twitch_egos,0.46153846153846156
13585,3.1439624,4.323412,1.6441282,twitch_egos,0.46153846153846156
13586,3.7572134,2.2075436,4.1918945,twitch_egos,0.46153846153846156
13587,3.2018313,2.3461392,4.6301327,twitch_egos,0.46153846153846156
13588,4.1639094,2.230195,3.9703343,twitch_egos,0.46153846153846156
13589,3.4054723,2.2424176,4.407643,twitch_egos,0.46153846153846156
13590,3.5333521,2.439061,4.2880034,twitch_egos,0.46153846153846156
13591,3.8213744,1.8124604,4.098118,twitch_egos,0.46153846153846156
13592,3.2307813,2.5062625,4.749363,twitch_egos,0.46153846153846156
13593,3.9369278,1.1242751,3.5965385,twitch_egos,0.46153846153846156
13594,4.032907,0.84977293,2.704131,twitch_egos,0.46153846153846156
13595,4.36684,2.5501018,4.0920386,twitch_egos,0.46153846153846156
13596,3.6170375,2.0468073,4.2829165,twitch_egos,0.46153846153846156
13597,3.203205,2.390969,4.647364,twitch_egos,0.46153846153846156
13598,1.8133204,1.8757644,1.151068,twitch_egos,0.46153846153846156
13599,3.4553218,2.5091565,4.3547525,twitch_egos,0.46153846153846156
13600,3.2532673,2.2322228,4.53757,twitch_egos,0.46153846153846156
13601,3.5464437,1.9850091,4.3162813,twitch_egos,0.46153846153846156
13602,3.8301687,1.9200829,4.1297245,twitch_egos,0.46153846153846156
13603,0.98809254,0.6759654,1.1699995,twitch_egos,0.46153846153846156
13604,3.5333781,1.7476132,4.264735,twitch_egos,0.46153846153846156
13605,3.8275523,1.5587063,1.1422468,twitch_egos,0.46153846153846156
13606,3.322159,2.3784285,4.4866385,twitch_egos,0.46153846153846156
13607,3.398986,2.5377016,4.422732,twitch_egos,0.46153846153846156
13608,3.831744,1.7817414,4.0745387,twitch_egos,0.46153846153846156
13609,4.038332,0.90681404,2.6012805,twitch_egos,0.46153846153846156
13610,3.7858686,2.3978279,4.0945435,twitch_egos,0.46153846153846156
13611,4.1740513,2.2270172,3.9504528,twitch_egos,0.46153846153846156
13612,4.3057184,2.5832798,0.85249925,twitch_egos,0.46153846153846156
13613,3.4128735,2.6151402,4.414524,twitch_egos,0.46153846153846156
13614,3.203587,2.3676162,4.6315303,twitch_egos,0.46153846153846156
13615,3.6693764,1.4569634,3.9423153,twitch_egos,0.46153846153846156
13616,2.3319848,1.7063165,4.7172604,twitch_egos,0.46153846153846156
13617,3.0971825,2.1562204,4.709756,twitch_egos,0.46153846153846156
13618,0.82816184,3.6117828,1.8759456,twitch_egos,0.46153846153846156
13619,3.6982734,2.2883685,4.2089996,twitch_egos,0.46153846153846156
13620,3.218141,1.9755337,4.528473,twitch_egos,0.46153846153846156
13621,1.0297973,0.7128953,1.2420888,twitch_egos,0.46153846153846156
13622,3.2757328,1.6960175,4.408005,twitch_egos,0.46153846153846156
13623,3.5396104,1.6226175,4.1932383,twitch_egos,0.46153846153846156
13624,0.7028395,3.5832639,2.0158741,twitch_egos,0.46153846153846156
13625,3.3380554,2.407036,4.4760456,twitch_egos,0.46153846153846156
13626,4.374,2.8463864,0.91491634,twitch_egos,0.46153846153846156
13627,3.8046498,2.3402152,4.124097,twitch_egos,0.46153846153846156
13628,3.2046833,2.464539,4.7721925,twitch_egos,0.46153846153846156
13629,4.2658052,0.75649375,3.8853202,twitch_egos,0.46153846153846156
13630,3.2721198,1.6847996,4.40595,twitch_egos,0.46153846153846156
13631,3.46231,2.2738323,4.3674846,twitch_egos,0.46153846153846156
13632,4.1504216,3.0141943,4.051137,twitch_egos,0.46153846153846156
13633,0.39498928,3.5377274,1.749617,twitch_egos,0.46153846153846156
13634,4.2464137,0.77137154,3.912378,twitch_egos,0.46153846153846156
13635,3.6634934,1.5774755,4.081245,twitch_egos,0.46153846153846156
13636,4.0970054,2.1337395,3.993115,twitch_egos,0.46153846153846156
13637,3.6822562,1.4359727,3.9006908,twitch_egos,0.46153846153846156
13638,3.5944808,2.1734855,4.2942057,twitch_egos,0.46153846153846156
13639,4.3668723,2.8152175,0.96376723,twitch_egos,0.46153846153846156
13640,3.5672219,1.5356871,4.109276,twitch_egos,0.46153846153846156
13641,3.9236403,1.132101,3.6140819,twitch_egos,0.46153846153846156
13642,3.1452641,2.2941272,4.712826,twitch_egos,0.46153846153846156
13643,5.271036,2.5579937,1.4135996,twitch_egos,0.46153846153846156
13644,3.3980193,2.1099393,4.4149337,twitch_egos,0.46153846153846156
13645,3.434537,2.288005,4.386347,twitch_egos,0.46153846153846156
13646,4.3598166,2.7392862,0.9063408,twitch_egos,0.46153846153846156
13647,5.449042,3.4676743,1.9142396,twitch_egos,0.46153846153846156
13648,3.792729,2.399137,4.0961266,twitch_egos,0.46153846153846156
13649,3.2893286,2.5761423,4.652719,twitch_egos,0.46153846153846156
13650,2.191042,4.7942204,2.4203393,twitch_egos,0.46153846153846156
13651,3.72704,1.9155992,4.2016187,twitch_egos,0.46153846153846156
13652,3.19493,1.7602987,4.481561,twitch_egos,0.46153846153846156
13653,4.2600384,2.5450647,4.018715,twitch_egos,0.46153846153846156
13654,3.1509871,2.0588064,4.606255,twitch_egos,0.46153846153846156
13655,3.425629,1.9043095,4.371965,twitch_egos,0.46153846153846156
13656,3.1262665,2.3067982,4.7573724,twitch_egos,0.46153846153846156
13657,1.0313534,3.8079505,1.5744573,twitch_egos,0.46153846153846156
13658,3.9806948,2.3030427,4.0646,twitch_egos,0.46153846153846156
13659,0.7070849,3.5792172,1.9938563,twitch_egos,0.46153846153846156
13660,3.4573424,1.6213415,4.253001,twitch_egos,0.46153846153846156
13661,4.1647296,2.1926897,3.9479146,twitch_egos,0.46153846153846156
13662,3.8929195,1.8790641,4.0670977,twitch_egos,0.46153846153846156
13663,5.241661,2.577192,1.4696869,twitch_egos,0.46153846153846156
13664,5.482353,3.4724932,1.8296946,twitch_egos,0.46153846153846156
13665,3.1414938,4.3257375,1.6431154,twitch_egos,0.46153846153846156
13666,3.198402,2.2872412,4.6163926,twitch_egos,0.46153846153846156
13667,3.3476982,2.2109299,4.450127,twitch_egos,0.46153846153846156
13668,4.077501,2.1954908,4.0298333,twitch_egos,0.46153846153846156
13669,3.511777,2.1450121,4.344291,twitch_egos,0.46153846153846156
13670,0.45886904,3.5533526,1.8620251,twitch_egos,0.46153846153846156
13671,4.0112963,2.949219,4.10108,twitch_egos,0.46153846153846156
13672,0.83439267,3.8305163,2.7279415,twitch_egos,0.46153846153846156
13673,3.664555,1.9401819,4.241109,twitch_egos,0.46153846153846156
13674,0.78446627,3.6100068,1.8858922,twitch_egos,0.46153846153846156
13675,3.7631457,2.3392894,4.148336,twitch_egos,0.46153846153846156
13676,4.2259026,2.720426,4.037792,twitch_egos,0.46153846153846156
13677,3.5066218,2.2125459,4.343659,twitch_egos,0.46153846153846156
13678,0.62952965,3.5773847,1.9764676,twitch_egos,0.46153846153846156
13679,3.8032765,2.233442,4.15875,twitch_egos,0.46153846153846156
13680,4.016534,2.279164,4.0560117,twitch_egos,0.46153846153846156
13681,3.5531518,1.6626701,4.2111545,twitch_egos,0.46153846153846156
13682,2.4368289,4.4893746,2.5097558,twitch_egos,0.46153846153846156
13683,3.3712988,2.1108794,4.433434,twitch_egos,0.46153846153846156
13684,3.1922147,1.9951658,4.552717,twitch_egos,0.46153846153846156
13685,3.8672013,2.2329054,4.132198,twitch_egos,0.46153846153846156
13686,0.8095529,3.7937357,2.6396925,twitch_egos,0.46153846153846156
13687,0.6303233,3.581527,1.9596162,twitch_egos,0.46153846153846156
13688,1.0528312,0.73217046,1.2706306,twitch_egos,0.46153846153846156
13689,4.0064387,2.938802,4.0998483,twitch_egos,0.46153846153846156
13690,3.5336452,2.3474958,4.3084683,twitch_egos,0.46153846153846156
13691,3.1337411,1.9266115,4.5807543,twitch_egos,0.46153846153846156
13692,0.5638594,3.5681558,1.937801,twitch_egos,0.46153846153846156
13693,2.328418,1.702633,4.713692,twitch_egos,0.46153846153846156
13694,2.3238134,1.6980962,4.710299,twitch_egos,0.46153846153846156
13695,3.8285797,1.5583881,1.1430259,twitch_egos,0.46153846153846156
13696,3.286538,1.8019114,4.4363947,twitch_egos,0.46153846153846156
13697,3.4072404,2.2443566,4.407105,twitch_egos,0.46153846153846156
13698,1.0480144,0.7285194,1.2658511,twitch_egos,0.46153846153846156
13699,3.987105,2.9562566,4.1119137,twitch_egos,0.46153846153846156
13700,3.4264846,1.6222976,4.2752123,twitch_egos,0.46153846153846156
13701,3.464406,2.499965,4.3465285,twitch_egos,0.46153846153846156
13702,3.7263143,2.3563032,4.1641555,twitch_egos,0.46153846153846156
13703,3.1143732,4.3572283,1.619086,twitch_egos,0.46153846153846156
13704,3.1259828,2.1363642,4.6649942,twitch_egos,0.46153846153846156
13705,3.7698605,1.735988,4.101128,twitch_egos,0.46153846153846156
13706,3.6635315,1.9960991,4.253173,twitch_egos,0.46153846153846156
13707,5.254647,2.5707579,1.4462239,twitch_egos,0.46153846153846156
13708,3.6290026,2.4388835,4.1993365,twitch_egos,0.46153846153846156
13709,3.4009652,2.2912405,4.4126673,twitch_egos,0.46153846153846156
13710,4.3617573,2.8638563,0.9718342,twitch_egos,0.46153846153846156
13711,3.455665,2.1093256,4.3793235,twitch_egos,0.46153846153846156
13712,3.4166977,1.6582615,4.300774,twitch_egos,0.46153846153846156
13713,3.6530519,1.4764866,3.9812818,twitch_egos,0.46153846153846156
13714,3.1381588,4.3303404,1.6390425,twitch_egos,0.46153846153846156
13715,2.3207934,1.6964322,4.707637,twitch_egos,0.46153846153846156
13716,4.3705087,2.5477517,4.093755,twitch_egos,0.46153846153846156
13717,4.0958934,2.1527464,4.0005174,twitch_egos,0.46153846153846156
13718,3.3633628,2.110785,4.4384627,twitch_egos,0.46153846153846156
13719,4.004172,2.1119547,4.055751,twitch_egos,0.46153846153846156
13720,3.6018915,2.2445412,4.280028,twitch_egos,0.46153846153846156
13721,4.0296264,0.8831829,2.6098878,twitch_egos,0.46153846153846156
13722,2.6694784,0.005349642,1.8560348,twitch_egos,0.46153846153846156
13723,3.2694175,2.4783993,4.5884585,twitch_egos,0.46153846153846156
13724,3.4835117,1.6924148,4.2727695,twitch_egos,0.46153846153846156
13725,3.56438,2.0659754,4.3142214,twitch_egos,0.46153846153846156
13726,4.0283375,0.87422174,2.6195483,twitch_egos,0.46153846153846156
13727,0.82971615,3.649577,1.8307528,twitch_egos,0.46153846153846156
13728,3.1441455,4.323009,1.645685,twitch_egos,0.46153846153846156
13729,3.239275,2.4509149,4.6185193,twitch_egos,0.46153846153846156
13730,0.7335847,3.5777392,1.998503,twitch_egos,0.46153846153846156
13731,3.5919259,1.8949581,4.27596,twitch_egos,0.46153846153846156
13732,3.4583168,1.6683332,4.2771487,twitch_egos,0.46153846153846156
13733,1.0474938,0.72819084,1.2653413,twitch_egos,0.46153846153846156
13734,3.6011026,1.593201,4.1372757,twitch_egos,0.46153846153846156
13735,4.215623,2.4035923,3.9844198,twitch_egos,0.46153846153846156
13736,3.369917,2.23711,4.434139,twitch_egos,0.46153846153846156
13737,0.80727386,3.787702,2.6264231,twitch_egos,0.46153846153846156
13738,3.1167593,1.9182658,4.592295,twitch_egos,0.46153846153846156
13739,3.999518,2.9516704,4.1059103,twitch_egos,0.46153846153846156
13740,2.5233355,2.5204191,4.79311,twitch_egos,0.46153846153846156
13741,3.119409,1.9144353,4.58849,twitch_egos,0.46153846153846156
13742,2.4115357,4.4974666,2.4888957,twitch_egos,0.46153846153846156
13743,3.3486168,1.6823119,4.355454,twitch_egos,0.46153846153846156
13744,3.6460075,2.085126,4.2710485,twitch_egos,0.46153846153846156
13745,1.0489163,0.72916293,1.2667042,twitch_egos,0.46153846153846156
13746,0.56909007,-0.22826453,-0.35617474,twitch_egos,0.46153846153846156
13747,4.2640686,2.407542,3.8598585,twitch_egos,0.46153846153846156
13748,3.1899064,2.4311984,4.757875,twitch_egos,0.46153846153846156
13749,5.2608256,2.5645425,1.4335556,twitch_egos,0.46153846153846156
13750,4.2503405,2.409564,3.888373,twitch_egos,0.46153846153846156
13751,1.0094669,3.791117,1.5985568,twitch_egos,0.46153846153846156
13752,3.705172,2.3743134,4.1744747,twitch_egos,0.46153846153846156
13753,3.3718238,1.7041306,4.350148,twitch_egos,0.46153846153846156
13754,4.287618,2.5461905,0.8388578,twitch_egos,0.46153846153846156
13755,3.7890613,2.1625397,4.182559,twitch_egos,0.46153846153846156
13756,0.9661116,3.7563655,1.6494522,twitch_egos,0.46153846153846156
13757,3.4975426,1.7960218,4.303198,twitch_egos,0.46153846153846156
13758,4.226453,2.712355,4.0219936,twitch_egos,0.46153846153846156
13759,3.365182,1.7585682,4.3742046,twitch_egos,0.46153846153846156
13760,4.0755205,2.3203018,4.030106,twitch_egos,0.46153846153846156
13761,4.478025,2.4775703,4.317676,twitch_egos,0.46153846153846156
13762,0.42577863,3.5432208,1.8163091,twitch_egos,0.46153846153846156
13763,3.5571983,2.3753362,4.2843566,twitch_egos,0.46153846153846156
13764,3.830183,1.5558381,1.1424406,twitch_egos,0.46153846153846156
13765,0.46622124,3.5586212,1.8754817,twitch_egos,0.46153846153846156
13766,3.5725484,1.8861445,4.2850604,twitch_egos,0.46153846153846156
13767,5.301781,2.5267417,1.3470409,twitch_egos,0.46153846153846156
13768,4.3728104,2.8331537,0.9119899,twitch_egos,0.46153846153846156
13769,3.1171153,1.9133341,4.5904827,twitch_egos,0.46153846153846156
13770,4.478042,2.4787416,4.3156834,twitch_egos,0.46153846153846156
13771,1.1518158,3.8933833,1.4742901,twitch_egos,0.46153846153846156
13772,4.109409,2.0987303,3.9668524,twitch_egos,0.46153846153846156
13773,4.1449804,2.8260577,4.049184,twitch_egos,0.46153846153846156
13774,3.3913455,2.1155035,4.419239,twitch_egos,0.46153846153846156
13775,3.3147988,2.6022754,4.6051383,twitch_egos,0.46153846153846156
13776,3.403669,2.2844646,4.410081,twitch_egos,0.46153846153846156
13777,3.3170712,2.0663803,4.465189,twitch_egos,0.46153846153846156
13778,3.6166148,1.4892234,4.0270734,twitch_egos,0.46153846153846156
13779,1.9288955,2.066662,5.4010262,twitch_egos,0.46153846153846156
13780,3.5450165,2.3144531,4.30458,twitch_egos,0.46153846153846156
13781,0.8093454,3.6259995,1.8630767,twitch_egos,0.46153846153846156
13782,3.7010343,2.3699715,4.175478,twitch_egos,0.46153846153846156
13783,0.38764986,3.538527,1.7077549,twitch_egos,0.46153846153846156
13784,0.55400246,3.60427,1.4193819,twitch_egos,0.46153846153846156
13785,3.398294,2.1187916,4.41545,twitch_egos,0.46153846153846156
13786,3.1761248,1.9992446,4.5665674,twitch_egos,0.46153846153846156
13787,3.816809,1.9338896,4.148062,twitch_egos,0.46153846153846156
13788,3.656987,1.4879516,3.9937162,twitch_egos,0.46153846153846156
13789,4.0291653,0.87892836,2.6138258,twitch_egos,0.46153846153846156
13790,4.21591,2.4042463,3.9761198,twitch_egos,0.46153846153846156
13791,4.3593607,2.8009453,0.9915352,twitch_egos,0.46153846153846156
13792,4.4676967,2.4971776,4.2754297,twitch_egos,0.46153846153846156
13793,4.1388593,2.3498917,4.010998,twitch_egos,0.46153846153846156
13794,4.3639526,2.7977889,0.96209913,twitch_egos,0.46153846153846156
13795,3.1788418,2.4133391,4.769425,twitch_egos,0.46153846153846156
13796,3.8177872,1.9424556,4.14946,twitch_egos,0.46153846153846156
13797,5.4498973,3.4675994,1.9122761,twitch_egos,0.46153846153846156
13798,3.663505,1.7804966,4.197635,twitch_egos,0.46153846153846156
13799,4.152068,3.0062315,4.043882,twitch_egos,0.46153846153846156
13800,3.7271044,1.8700645,4.188417,twitch_egos,0.46153846153846156
13801,3.2007816,2.3091762,4.6179657,twitch_egos,0.46153846153846156
13802,3.2394602,2.096541,4.5264745,twitch_egos,0.46153846153846156
13803,2.5229921,2.5183432,4.7928243,twitch_egos,0.46153846153846156
13804,4.458074,1.2551483,1.3836285,twitch_egos,0.46153846153846156
13805,1.0105944,3.2718701,1.0867511,twitch_egos,0.46153846153846156
13806,3.6022758,2.1812084,4.2886376,twitch_egos,0.46153846153846156
13807,3.4701822,2.2719898,4.3614693,twitch_egos,0.46153846153846156
13808,4.419374,2.5268245,4.148078,twitch_egos,0.46153846153846156
13809,3.400298,1.9560566,4.3980107,twitch_egos,0.46153846153846156
13810,3.396179,2.660731,4.4534903,twitch_egos,0.46153846153846156
13811,0.98291206,0.6715982,1.1624736,twitch_egos,0.46153846153846156
13812,0.8150421,3.8189292,2.6849444,twitch_egos,0.46153846153846156
13813,3.120302,2.0816581,4.64907,twitch_egos,0.46153846153846156
13814,1.6916305,2.4646814,4.658028,twitch_egos,0.46153846153846156
13815,0.6649646,3.5805693,1.9856554,twitch_egos,0.46153846153846156
13816,3.3665633,2.4787014,4.4580717,twitch_egos,0.46153846153846156
13817,3.707046,2.1025794,4.235147,twitch_egos,0.46153846153846156
13818,4.481063,2.454043,4.348325,twitch_egos,0.46153846153846156
13819,3.4427757,1.8654255,4.3543224,twitch_egos,0.46153846153846156
13820,0.7118537,3.580923,2.011026,twitch_egos,0.46153846153846156
13821,3.786518,2.4577234,4.0229926,twitch_egos,0.46153846153846156
13822,3.9045162,2.1626494,4.1221056,twitch_egos,0.46153846153846156
13823,3.8112845,2.433726,4.0340037,twitch_egos,0.46153846153846156
13824,3.4160936,2.1399317,4.403738,twitch_egos,0.46153846153846156
13825,4.2556005,0.764635,3.904507,twitch_egos,0.46153846153846156
13826,4.480308,2.466865,4.332571,twitch_egos,0.46153846153846156
13827,2.4724665,4.4712396,2.5386815,twitch_egos,0.46153846153846156
13828,3.4154065,1.6508373,4.297864,twitch_egos,0.46153846153846156
13829,4.133259,3.0175135,4.0619373,twitch_egos,0.46153846153846156
13830,4.0364723,2.0906117,4.018318,twitch_egos,0.46153846153846156
13831,3.3628423,2.6470034,4.5188055,twitch_egos,0.46153846153846156
13832,3.3240173,2.187982,4.4668617,twitch_egos,0.46153846153846156
13833,3.2721314,1.9306293,4.477017,twitch_egos,0.46153846153846156
13834,0.65090173,3.5797775,1.9828019,twitch_egos,0.46153846153846156
13835,3.2340987,1.7235821,4.443565,twitch_egos,0.46153846153846156
13836,2.6646404,0.009471167,1.8517345,twitch_egos,0.46153846153846156
13837,-0.40366995,0.11998951,0.298912,twitch_egos,0.46153846153846156
13838,4.0340514,0.84980786,2.7018201,twitch_egos,0.46153846153846156
13839,3.3899782,2.65422,4.4653697,twitch_egos,0.46153846153846156
13840,3.386668,2.6367369,4.4664435,twitch_egos,0.46153846153846156
13841,3.445764,2.5516248,4.3645678,twitch_egos,0.46153846153846156
13842,0.99370605,3.264083,1.0763065,twitch_egos,0.46153846153846156
13843,4.1511045,2.8208895,4.0448217,twitch_egos,0.46153846153846156
13844,0.4101127,3.5546339,1.5682353,twitch_egos,0.46153846153846156
13845,0.98048866,3.254864,1.0669365,twitch_egos,0.46153846153846156
13846,3.1212392,2.0805402,4.648178,twitch_egos,0.46153846153846156
13847,4.118915,2.1733768,3.9928114,twitch_egos,0.46153846153846156
13848,4.1282406,2.6697726,3.977285,twitch_egos,0.46153846153846156
13849,3.815017,1.9524144,4.1539617,twitch_egos,0.46153846153846156
13850,3.7069967,2.0772467,4.234136,twitch_egos,0.46153846153846156
13851,0.97870964,3.2539513,1.0664382,twitch_egos,0.46153846153846156
13852,1.9289088,2.066658,5.4010186,twitch_egos,0.46153846153846156
13853,3.6531405,1.9678323,4.255197,twitch_egos,0.46153846153846156
13854,3.3668568,2.5962148,4.4884458,twitch_egos,0.46153846153846156
13855,3.1164792,2.1790953,4.696167,twitch_egos,0.46153846153846156
13856,2.6634765,0.010638549,1.8506765,twitch_egos,0.46153846153846156
13857,3.5840912,1.5452737,4.1097603,twitch_egos,0.46153846153846156
13858,0.8471945,3.832075,2.739179,twitch_egos,0.46153846153846156
13859,3.6306303,2.4461246,4.1939883,twitch_egos,0.46153846153846156
13860,4.260513,0.7610455,3.9005706,twitch_egos,0.46153846153846156
13861,3.5822928,2.5074184,4.205272,twitch_egos,0.46153846153846156
13862,4.079203,2.7203183,3.9580417,twitch_egos,0.46153846153846156
13863,3.3497643,1.8733115,4.4146986,twitch_egos,0.46153846153846156
13864,4.26941,2.4103293,3.866403,twitch_egos,0.46153846153846156
13865,4.2655826,0.7571553,3.8929582,twitch_egos,0.46153846153846156
13866,4.4696655,2.4929187,4.282423,twitch_egos,0.46153846153846156
13867,4.047781,2.2441688,4.0457435,twitch_egos,0.46153846153846156
13868,3.5053282,2.1508076,4.347637,twitch_egos,0.46153846153846156
13869,3.2872548,2.1472187,4.493876,twitch_egos,0.46153846153846156
13870,-1.2367992,-0.34907943,0.20556323,twitch_egos,0.46153846153846156
13871,3.5768652,1.7049031,4.218914,twitch_egos,0.46153846153846156
13872,0.81676155,3.820812,2.691868,twitch_egos,0.46153846153846156
13873,2.3669605,4.5018578,2.4524949,twitch_egos,0.46153846153846156
13874,3.211298,2.3979948,4.635917,twitch_egos,0.46153846153846156
13875,3.2996767,2.1519697,4.4899726,twitch_egos,0.46153846153846156
13876,3.3255336,1.6569618,4.3590536,twitch_egos,0.46153846153846156
13877,3.2374053,1.9334224,4.499167,twitch_egos,0.46153846153846156
13878,3.2416906,2.5197327,4.730678,twitch_egos,0.46153846153846156
13879,3.2035687,2.3788662,4.640082,twitch_egos,0.46153846153846156
13880,3.7653189,2.303731,4.1616073,twitch_egos,0.46153846153846156
13881,4.2943935,2.5599391,0.84284794,twitch_egos,0.46153846153846156
13882,0.8455064,3.836624,2.7498257,twitch_egos,0.46153846153846156
13883,4.2431154,0.7737125,3.914952,twitch_egos,0.46153846153846156
13884,0.3313561,-0.036103375,0.17204462,twitch_egos,0.46153846153846156
13885,0.91532475,3.5435681,1.9166235,twitch_egos,0.46153846153846156
13886,3.409713,1.9311603,4.3887267,twitch_egos,0.46153846153846156
13887,3.3885796,2.4703274,4.431188,twitch_egos,0.46153846153846156
13888,3.6884227,1.8097849,4.1933036,twitch_egos,0.46153846153846156
13889,3.082366,2.1992517,4.7445784,twitch_egos,0.46153846153846156
